planet_name,num_planets,period,axis,density,distance,mass_e,radius_e,star_temp,star_mass,star_radius,star_type_num,star_type,disc_method,link
HAT-P-29 b,1,5.723186,0.0667,0.71,322,247.261,12.408,6087,1.21,1.22,3.8,F8,Transit,http://exoplanet.eu/catalog/hat-p-29_b/
Kepler-347 b,2,12.79836,0.11,,,,1.97,6088,1.04,1,,,Transit,http://exoplanet.eu/catalog/kepler-347_b/
Kepler-347 c,2,27.320871,0.183,,,,1.75,6088,1.04,1,,,Transit,http://exoplanet.eu/catalog/kepler-347_c/
HD 40979 b,1,264.15,0.846,,33.3,,,6089,1.15,,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_40979_b/
Kepler-123 b,2,17.232366,0.135,,,,2.94,6089,1.03,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-123_b/
Kepler-123 c,2,26.695074,0.181,,,,1.48,6089,1.03,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-123_c/
Kepler-194 b,3,2.092281,0.032,,,,1.51,6089,,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-194_b/
Kepler-194 c,3,17.308032,0.131,,,,2.59,6089,,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-194_c/
Kepler-194 d,3,52.814973,0.275,,,,2.4,6089,,1.02,,,Transit,http://exoplanet.eu/catalog/kepler-194_d/
CoRoT-19 b,1,3.89713,0.0518,0.71,770,352.78,14.46,6090,1.21,1.65,3.9,F9 V,Transit,http://exoplanet.eu/catalog/corot-19_b/
CoRoT-6 b,1,8.886593,0.0855,2.32,,940.74,13.068,6090,1.05,1.02,3.9,F9 V,Transit,http://exoplanet.eu/catalog/corot-6_b/
Kepler-128 b,2,15.09,,,,30.7,1.13,6090,1.18,1.66,,,Transit,http://exoplanet.eu/catalog/kepler-128_b/
Kepler-128 c,2,22.804,,,,33.3,1.13,6090,1.18,1.66,,,Transit,http://exoplanet.eu/catalog/kepler-128_c/
Kepler-135 b,2,6.00253,0.067,,,,1.81,6090,,1.27,,,Transit,http://exoplanet.eu/catalog/kepler-135_b/
Kepler-135 c,2,11.448708,0.103,,,,1.16,6090,,1.27,,,Transit,http://exoplanet.eu/catalog/kepler-135_c/
Kepler-402 b,4,4.028751,0.051,,,,1.22,6090,,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-402_b/
Kepler-402 c,4,6.124821,0.068,,,,1.56,6090,,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-402_c/
Kepler-402 d,4,8.921099,0.087,,,,1.38,6090,,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-402_d/
Kepler-402 e,4,11.242861,0.102,,,,1.46,6090,,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-402_e/
Kepler-403 b,2,7.031462,0.076,,,,1.25,6090,,1.33,,,Transit,http://exoplanet.eu/catalog/kepler-403_b/
Kepler-403 c,2,54.280749,0.297,,,,1.75,6090,,1.33,,,Transit,http://exoplanet.eu/catalog/kepler-403_c/
KIC 10525077 b,1,854.083,,,,,5.5,6091,1.01,1.01,,,Transit,
Kepler-216 b,2,7.693641,0.079,,,,2.35,6091,,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-216_b/
Kepler-216 c,2,17.406669,0.136,,,,3.04,6091,,1.26,,,Transit,http://exoplanet.eu/catalog/kepler-216_c/
Kepler-208 b,4,4.22864,0.054,,,,1.63,6092,1.03,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-208_b/
Kepler-208 c,4,7.466623,0.079,,,,1.39,6092,1.03,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-208_c/
Kepler-208 d,4,11.131786,0.103,,,,1.2,6092,1.03,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-208_d/
Kepler-208 e,4,16.259458,0.132,,,,1.48,6092,1.03,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-208_e/
HD 60532 b,2,201.3,0.759,,25.7,,,6095,1.44,,3.6,F6 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_60532_b/
HD 60532 c,2,604,1.58,,25.7,,,6095,1.44,,3.6,F6 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_60532_c/
HD 75289 b,1,3.509267,0.0482,,28.94,,,6095,1.21,,4,G0,Radial Velocity,http://exoplanet.eu/catalog/hd_75289_b/
HAT-P-35 b,1,3.646706,0.0498,0.55,535,334.979,14.93,6096,1.24,1.44,,,Transit,http://exoplanet.eu/catalog/hat-p-35_b/
Kepler-58 b,3,10.2184954,,,,441.77,2.78,6099,0.95,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-58_b/
Kepler-58 c,3,15.5741568,,,,696.02,2.86,6099,0.95,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-58_c/
Kepler-58 d,3,40.101371,0.236,,,,2.94,6099,0.95,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-58_d/
CoRoT-5 b,1,4.0378962,0.04947,0.217,,148.42,15.558,6100,1,1.19,3.9,F9 V,Transit,http://exoplanet.eu/catalog/corot-5_b/
HD 17156 b,1,21.21663,0.1614,3.78,75,1023.37,11.43,6100,1.24,1.44,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_17156_b/
WASP-32 b,1,2.718659,0.0394,2.926,,1144.14,13.227,6100,1.1,1.11,,,Transit,http://exoplanet.eu/catalog/wasp-32_b/
WASP-54 b,1,3.6936411,0.04987,0.188,200,202.131,18.528,6100,1.21,1.83,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-54_b/
WASP-75 b,1,2.484193,0.0375,0.69,260,340.06,14.235,6100,1.14,1.26,3.9,F9,Transit,http://exoplanet.eu/catalog/wasp-75/
WASP-78 b,1,2.17517632,0.0362,0.2394,550,282.857,19.055,6100,1.17,1.6,,,Transit,http://exoplanet.eu/catalog/wasp-78_b/
Kepler-408 b,1,2.46502,,4.42,,0.48,0.82,6104,1.08,1.23,,,Transit,
Kepler-187 b,2,4.938864,0.059,,,,1.41,6105,0.85,1.29,,,Transit,http://exoplanet.eu/catalog/kepler-187_b/
Kepler-187 c,2,10.640263,0.099,,,,2.67,6105,0.85,1.29,,,Transit,http://exoplanet.eu/catalog/kepler-187_c/
Kepler-276 b,3,14.12841,0.119,,,,2.87,6105,1.1,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-276_b/
Kepler-276 c,3,31.884,,,,16.6,2.9,6105,1.1,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-276_c/
Kepler-276 d,3,48.648,,,,16.3,2.8,6105,1.1,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-276_d/
Kepler-127 b,3,14.435889,0.125,,,,1.4,6106,,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-127_b/
Kepler-127 c,3,29.393195,0.2,,,,2.66,6106,,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-127_c/
Kepler-127 d,3,48.630408,0.28,,,,2.64,6106,,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-127_d/
Kepler-364 b,2,25.745718,0.178,,,,1.55,6108,1.2,1.28,,,Transit,http://exoplanet.eu/catalog/kepler-364_b/
Kepler-364 c,2,59.980627,0.312,,,,2.15,6108,1.2,1.28,,,Transit,http://exoplanet.eu/catalog/kepler-364_c/
WASP-1 b,1,2.5199454,0.03889,0.348,408,271.415,16.623,6110,1.3,1.52,3.7,F7 V,Transit,http://exoplanet.eu/catalog/wasp-1_b/
WASP-103 b,1,0.925542,0.01985,0.55,470,473.547,17.127,6110,1.22,1.44,3.8,F8 V,Transit,http://exoplanet.eu/catalog/wasp-103_b/
Kepler-312 b,2,1.772419,0.031,,,,1.29,6115,1.23,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-312_b/
Kepler-312 c,2,19.747412,0.153,,,,3.15,6115,1.23,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-312_c/
Kepler-401 b,2,14.383035,0.122,,,,1.71,6117,,1.33,,,Transit,http://exoplanet.eu/catalog/kepler-401_b/
Kepler-401 c,2,47.318218,0.269,,,,2.15,6117,,1.33,,,Transit,http://exoplanet.eu/catalog/kepler-401_c/
HAT-P-46 b,1,4.463129,0.0577,0.28,296,156.684,14.392,6120,1.28,1.4,,,Transit,http://exoplanet.eu/catalog/hat-p-46_b/
HD 159243 b,2,12.62,0.11,,68.59,,,6123,1.12,1.12,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_159243_b/
HD 159243 c,2,248.4,0.8,,68.59,,,6123,1.12,1.12,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_159243_c/
Kepler-21 b,1,2.785755,0.042507,12.9,108,10.4,1.635,6131,1.34,1.86,3.6,F6 IV,Transit,http://exoplanet.eu/catalog/kepler-21_b/
Kepler-356 b,2,4.612696,0.057,,,,1.57,6133,0.97,1.33,,,Transit,http://exoplanet.eu/catalog/kepler-356_b/
Kepler-356 c,2,13.121632,0.115,,,,1.81,6133,0.97,1.33,,,Transit,http://exoplanet.eu/catalog/kepler-356_c/
HD 8535 b,1,1313,2.45,,52.5,,,6136,1.13,1.19,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_8535_b/
Kepler-116 b,2,5.968734,0.069,,,,3.42,6142,1.16,1.45,,,Transit,http://exoplanet.eu/catalog/kepler-116_b/
Kepler-116 c,2,13.07163,0.116,,,,2.3,6142,1.16,1.45,,,Transit,http://exoplanet.eu/catalog/kepler-116_c/
Kepler-117 b,2,18.7959228,0.1445,0.3,1430,29.875,8.059,6150,1.13,1.61,3.8,F8 V,Transit,http://exoplanet.eu/catalog/kepler-117_b/
Kepler-117 c,2,50.790391,0.2804,1.74,1430,584.78,12.341,6150,1.13,1.61,3.8,F8 V,Transit,http://exoplanet.eu/catalog/kepler-117_c/
WASP-28 b,1,3.40883,0.04469,0.676,410,288.26,13.597,6150,1.02,1.09,3.8,F8,Transit,http://exoplanet.eu/catalog/wasp-28_b/
WASP-38 b,1,6.871815,0.07522,2.74,110,855.245,12.263,6150,1.2,1.33,,,Transit,http://exoplanet.eu/catalog/wasp-38_b/
KELT-2 A b,1,4.1137912,0.05496,,124.22,483.717,14.415,6151,1.31,1.83,3.8,F8,Transit,http://exoplanet.eu/catalog/kelt-2a_b/
Kepler-381 b,2,5.629021,0.066,,,,0.99,6152,1.34,1.57,,,Transit,http://exoplanet.eu/catalog/kepler-381_b/
Kepler-381 c,2,13.391635,0.117,,,,1.12,6152,1.34,1.57,,,Transit,http://exoplanet.eu/catalog/kepler-381_c/
WASP-94 A b,1,3.9501907,0.055,0.118,180,143.653,19.28,6153,1.45,1.62,3.8,F8,Transit,http://exoplanet.eu/catalog/wasp-94_a_b/
HAT-P-16 b,1,2.77596,0.0413,2.42,235,1332.605,14.448,6158,1.22,1.24,3.8,F8,Transit,http://exoplanet.eu/catalog/hat-p-16_b/
Kepler-264 b,2,40.806231,0.249,,,,3.33,6158,1.32,1.55,,,Transit,http://exoplanet.eu/catalog/kepler-264_b/
Kepler-264 c,2,140.101261,0.566,,,,2.83,6158,1.32,1.55,,,Transit,http://exoplanet.eu/catalog/kepler-264_c/
HD 149026 b,1,2.8758911,,0.85,78.86,116.957,9.113,6160,1.34,1.54,4,G0,Radial Velocity,http://exoplanet.eu/catalog/hd_149026_b/
Kepler-435 b,1,8.6001536,0.0948,0.131,2070,266.97,22.31,6161,1.54,3.21,,,Transit,
Kepler-136 b,2,11.5789,0.106,,,,2.05,6165,1.2,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-136_b/
Kepler-136 c,2,16.399235,0.133,,,,1.99,6165,1.2,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-136_c/
Kepler-275 b,3,10.300682,0.098,,,,2.34,6165,1.24,1.38,,,Transit,http://exoplanet.eu/catalog/kepler-275_b/
Kepler-275 c,3,16.088134,0.132,,,,3.38,6165,1.24,1.38,,,Transit,http://exoplanet.eu/catalog/kepler-275_c/
Kepler-275 d,3,35.676062,0.224,,,,3.33,6165,1.24,1.38,,,Transit,http://exoplanet.eu/catalog/kepler-275_d/
HD 179949 b,1,3.092514,0.0443,,27.05,,,6168,1.21,,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_179949_b/
Kepler-214 b,2,15.660544,0.13,,,,2.61,6169,,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-214_b/
Kepler-214 c,2,28.7798,0.194,,,,2.13,6169,,1.35,,,Transit,http://exoplanet.eu/catalog/kepler-214_c/
Kepler-361 b,2,8.486616,0.086,,,,1.45,6169,1.07,1.34,,,Transit,http://exoplanet.eu/catalog/kepler-361_b/
Kepler-361 c,2,55.188023,0.3,,,,2.52,6169,1.07,1.34,,,Transit,http://exoplanet.eu/catalog/kepler-361_c/
Kepler-217 b,2,5.374943,0.065,,,,2.23,6171,,1.8,,,Transit,http://exoplanet.eu/catalog/kepler-217_b/
Kepler-217 c,2,8.586004,0.089,,,,1.85,6171,,1.8,,,Transit,http://exoplanet.eu/catalog/kepler-217_c/
Kepler-79 b,4,13.4845,0.117,1.43,,10.9,3.47,6174,1.17,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-79_b/
Kepler-79 c,4,27.4029,0.187,0.62,,5.9,3.72,6174,1.17,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-79_c/
Kepler-79 d,4,52.0902,0.287,0.09,,6,7.16,6174,1.17,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-79_d/
Kepler-79 e,4,81.0659,0.386,0.53,,4.1,3.49,6174,1.17,1.3,,,Transit,http://exoplanet.eu/catalog/kepler-79_e/
Pr0201 b,1,4.4264,,,,,,6174,1.23,1.17,,,Radial Velocity,http://exoplanet.eu/catalog/pr0201_c/
KIC 3558849 b,1,1322.3,,,,,6.9,6175,0.98,1.01,,,Transit,
Kepler-342 b,3,15.170318,0.128,,,,2.25,6175,1.13,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-342_b/
Kepler-342 c,3,26.234138,0.185,,,,1.96,6175,1.13,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-342_c/
Kepler-342 d,3,39.459357,0.242,,,,2.49,6175,1.13,1.47,,,Transit,http://exoplanet.eu/catalog/kepler-342_d/
HD 205739 b,1,279.8,0.896,,90.33,,,6176,1.22,1.33,3.7,F7 V,Radial Velocity,http://exoplanet.eu/catalog/hd_205739_b/
Kepler-348 b,2,7.05677,0.076,,,,1.52,6177,1.15,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-348_b/
Kepler-348 c,2,17.265427,0.138,,,,1.33,6177,1.15,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-348_c/
WASP-99 b,1,5.75251,0.0717,2.79,,883.53,12.33,6180,1.48,1.76,3.8,F8,Transit,http://exoplanet.eu/catalog/wasp-99_b/
KOI-94 b,4,3.743208,0.05119,10.1,,10.5,1.71,6182,1.28,1.52,,,Transit,http://exoplanet.eu/catalog/kepler-89_b/
KOI-94 c,4,10.423648,0.1013,0.91,,15.6,4.32,6182,1.28,1.52,,,Transit,http://exoplanet.eu/catalog/kepler-89_c/
KOI-94 d,4,22.342989,0.1684,0.363,,106,11.27,6182,1.28,1.52,,,Transit,http://exoplanet.eu/catalog/kepler-89_d/
KOI-94 e,4,54.32031,0.3046,0.6,,35,6.56,6182,1.28,1.52,,,Transit,http://exoplanet.eu/catalog/kepler-89_e/
Kepler-355 b,2,11.03189,0.102,,,,1.46,6184,1.05,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-355_b/
Kepler-355 c,2,25.762294,0.179,,,,2.71,6184,1.05,1.07,,,Transit,http://exoplanet.eu/catalog/kepler-355_c/
Kepler-350 b,3,11.189562,0.104,,,,1.85,6186,1,1.53,,,Transit,http://exoplanet.eu/catalog/kepler-350_b/
Kepler-350 c,3,17.849,,,,6.1,3.1,6186,1,1.53,,,Transit,http://exoplanet.eu/catalog/kepler-350_c/
Kepler-350 d,3,26.136,,,,14.9,2.8,6186,1,1.53,,,Transit,http://exoplanet.eu/catalog/kepler-350_d/
Kepler-393 b,2,9.182417,0.091,,,,1.29,6189,1.32,1.38,,,Transit,http://exoplanet.eu/catalog/kepler-393_b/
Kepler-393 c,2,14.613612,0.124,,,,1.33,6189,1.32,1.38,,,Transit,http://exoplanet.eu/catalog/kepler-393_c/
CoRoT-4 b,1,9.20205,0.09,0.525,,228.83,13.34,6190,1.16,1.17,,,Transit,http://exoplanet.eu/catalog/corot-4_b/
HD 19994 b,1,466.2,1.305,,22.38,,,6190,1.37,,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_19994_b/
HAT-P-8 b,1,3.0763776,0.0487,0.568,230,483.08,16.81,6200,1.28,1.58,,,Transit,http://exoplanet.eu/catalog/hat-p-8_b/
HD 43691 b,1,36.96,0.24,,93.2,,,6200,1.38,,4,G0 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_43691_b/
TrES-4 b,1,3.553945,0.05091,0.209,492,292.073,20.165,6200,1.4,1.85,3.8,F8 V,Transit,http://exoplanet.eu/catalog/tres-4_/
HD 231701 b,1,141.6,0.53,,108.46,,,6208,1.14,1.35,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_231701_b/
Kepler-366 b,2,3.281959,0.045,,,,1.46,6209,1.05,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-366_b/
Kepler-366 c,2,12.51616,0.11,,,,1.79,6209,1.05,1.05,,,Transit,http://exoplanet.eu/catalog/kepler-366_c/
OGLE-TR-132 b,1,1.689868,0.03035,0.85,2500,375.02,13.45,6210,1.3,1.32,3.5,F5 V,Transit,http://exoplanet.eu/catalog/ogle-tr-132_b/
Kepler-65 b,3,2.15491,0.035,,,,1.42,6211,1.25,1.41,,,Transit,
Kepler-65 c,3,5.859944,0.068,,,,2.58,6211,1.25,1.41,,,Transit,
Kepler-65 d,3,8.13123,0.084,,,,1.52,6211,1.25,1.41,,,Transit,
psi Dra B b,1,3117,4.43,,22.16,,,6212,1.19,,4,G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_162004_b/
Kepler-8 b,1,3.5224991,0.0474,0.27,1330,187.5197,15.872,6213,1.21,1.49,,,Transit,http://exoplanet.eu/catalog/kepler-8_b/
HD 10647 b,1,989.2,2.015,,17.35,,,6218,1.11,1.1,3.9,F9 V,Radial Velocity,http://exoplanet.eu/catalog/hd_10647_b/
Kepler-234 b,2,2.711506,0.04,,,,3.7,6224,,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-234_b/
Kepler-234 c,2,7.21205,0.077,,,,3.51,6224,,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-234_c/
GJ 504 b,1,,43.5,,17.95,1271.3,,6234,1.22,,4,G0 V,Imaging,http://exoplanet.eu/catalog/gj_504_b/
Kepler-126 b,3,10.495711,0.099,,,,1.52,6239,,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-126_b/
Kepler-126 c,3,21.869741,0.162,,,,1.58,6239,,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-126_c/
Kepler-126 d,3,100.283134,0.448,,,,2.5,6239,,1.36,,,Transit,http://exoplanet.eu/catalog/kepler-126_d/
HD 142 b,2,349.7,1.02,,25.64,,,6245,1.23,1.47,4.1,G1 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_142_b/
HD 142 c,2,6005,6.8,,25.64,,,6245,1.23,1.47,4.1,G1 IV,Radial Velocity,http://exoplanet.eu/catalog/hd_142_c/
Kepler-359 b,3,25.563222,0.178,,,,3.53,6248,1.07,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-359_b/
Kepler-359 c,3,57.68802,0.307,,,,4.3,6248,1.07,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-359_c/
Kepler-359 d,3,77.095691,0.372,,,,4.01,6248,1.07,1.09,,,Transit,http://exoplanet.eu/catalog/kepler-359_d/
HD 33564 b,1,388,1.1,,20.98,,,6250,1.25,,3.7,F7 V,Radial Velocity,http://exoplanet.eu/catalog/hd_33564_b/
Kepler-182 b,2,9.825792,0.096,,,,2.58,6250,1.14,1.15,,,Transit,http://exoplanet.eu/catalog/kepler-182_b/
Kepler-182 c,2,20.684342,0.157,,,,3.43,6250,1.14,1.15,,,Transit,http://exoplanet.eu/catalog/kepler-182_c/
WASP-72 b,1,2.2167421,0.03708,0.96,340,491.3763,14.24,6250,1.39,1.98,3.7,F7,Transit,
WASP-76 b,1,1.809886,0.033,0.201,120,292.4036,20.512,6250,1.46,1.73,3.7,F7,Transit,http://exoplanet.eu/catalog/wasp-76_b/
WTS-1 b,1,3.352057,0.047,1.61,3200,1274.44,16.7,6250,1.2,1.15,3.6,F6 V,Transit,http://exoplanet.eu/catalog/wts-1_b/
HD 196885 b,1,1333,2.37,,32.99,,,6254,1.28,1.31,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_196885_a_b/
HD 13908 b,2,19.382,0.154,,66.89,,,6255,1.29,1.67,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_13908_b/
HD 13908 c,2,931,2.03,,66.89,,,6255,1.29,1.67,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_13908_c/
HD 212301 b,1,2.245715,0.036,,52.72,,,6256,1.27,,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_212301_b/
KIC 5951458 b,1,1320.1,,,,,6.6,6258,0.98,1.52,,,Transit,
HD 108147 b,1,10.8985,0.102,,38.56,,,6265,1.27,,3.9,F8/G0 V,Radial Velocity,http://exoplanet.eu/catalog/hd_108147_b/
HAT-P-32 b,1,2.15000805,0.0343,,283,,20.053,6269,,1.22,,,Transit,http://exoplanet.eu/catalog/hat-p-32_b/
Kepler-25 b,3,6.2385,0.068,,,4036.3,2.6,6270,1.19,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-25_b/
Kepler-25 c,3,12.7204,0.11,,,1322.12,4.5,6270,1.19,1.31,,,Transit,http://exoplanet.eu/catalog/kepler-25_c/
Kepler-25 d,3,123,,,,89.9,,6270,1.19,1.31,,,Radial Velocity,
KELT-6 b,2,7.8455821,0.08,,222,,13.227,6272,1.13,1.53,3.8,F8,Transit,http://exoplanet.eu/catalog/kelt-6_b/
KELT-6 c,2,1276,2.39,,222,,,6272,1.13,1.53,3.8,F8,Radial Velocity,http://exoplanet.eu/catalog/kelt-6_c/
Kepler-410 A b,1,17.833648,0.1226,,132,,2.838,6273,1.21,1.35,,,Transit,
HAT-P-50 b,1,3.1220109,0.0453,0.78,497,429.0705,14.437,6280,1.27,1.7,,,Transit,http://exoplanet.eu/catalog/hat-p-50_b/
WASP-62 b,1,4.411953,0.0567,0.279,160,181.155,15.581,6280,1.25,1.28,,,Transit,http://exoplanet.eu/catalog/wasp-62_b/
Kepler-168 b,2,4.425391,0.056,,,,1.46,6282,,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-168_b/
Kepler-168 c,2,13.193242,0.116,,,,2.69,6282,,1.11,,,Transit,http://exoplanet.eu/catalog/kepler-168_c/
HAT-P-2 b,1,5.6334729,0.06878,7.29,135.32,2888.95,12.969,6290,1.36,1.64,3.8,F8,Transit,http://exoplanet.eu/catalog/hat-p-2_b/
HD 89744 b,1,256.78,0.918,,39,,,6291,1.56,,3.7,F7 V,Radial Velocity,http://exoplanet.eu/catalog/hd_89744_b/
Kepler-5 b,1,3.5484657,0.0538,0.4,,670.93913,15.984,6297,1.37,1.79,,,Transit,http://exoplanet.eu/catalog/kepler-5_b/
HD 169830 b,2,225.62,0.81,,36.32,,,6299,1.4,,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_169830_b/
HD 169830 c,2,2102,3.6,,36.32,,,6299,1.4,,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_169830_c/
30 Ari B b,1,335.1,0.995,,39.43,,,6300,1.16,1.13,3.6,F6 V,Radial Velocity,http://exoplanet.eu/catalog/30_ari_b_b/
WASP-12 b,1,1.091423,0.0229,0.24,,448,20.1,6300,1.35,1.57,,,Transit,http://exoplanet.eu/catalog/wasp-12_b/
WASP-15 b,1,3.7520656,0.0499,0.247,,172,16.01,6300,1.18,1.48,,,Transit,http://exoplanet.eu/catalog/wasp-15_b/
WASP-31 b,1,3.4059096,0.04659,0.172,360,151.916,17.363,6302,1.16,1.25,,,Transit,http://exoplanet.eu/catalog/wasp-31_b/
HAT-P-30 b,1,2.810595,0.0419,0.37,193,225.968,15.02,6304,1.24,1.22,,,Transit,http://exoplanet.eu/catalog/hat-p-30-wasp-51_b/
HD 221287 b,1,456.1,1.25,,52.88,,,6304,1.25,,3.7,F7 V,Radial Velocity,http://exoplanet.eu/catalog/hd_221287_b/
KELT-3 b,1,2.7033904,0.04122,0.75,178,469.415,15.076,6306,1.28,1.47,,,Transit,http://exoplanet.eu/catalog/kelt-3_b/
HD 148156 b,1,1027,2.45,,53.05,,,6308,1.22,1.21,4.1,G0/2 V,Radial Velocity,http://exoplanet.eu/catalog/hd_148156_b/
HD 1666 b,1,270,0.94,,110.62,,,6317,1.5,1.93,3.7,F7 V,Radial Velocity,http://exoplanet.eu/catalog/hd_1666_b/
WASP-61 b,1,3.8559,0.0514,1.423,480,654.702,13.899,6320,1.22,1.36,,,Transit,http://exoplanet.eu/catalog/wasp-61_b/
OGLE-TR-211 b,1,3.67724,0.051,,,327.351,15.244,6325,1.33,1.64,,,Transit,http://exoplanet.eu/catalog/ogle-tr-211_b/
Kepler-385 b,2,10.043686,0.097,,,,2.73,6326,1.09,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-385_b/
Kepler-385 c,2,15.163161,0.127,,,,3.04,6326,1.09,1.13,,,Transit,http://exoplanet.eu/catalog/kepler-385_c/
HAT-P-45 b,1,3.128992,0.0452,0.38,305,283.492,15.984,6330,1.26,1.32,,,Transit,http://exoplanet.eu/catalog/hat-p-45_b/
HD 67087 b,2,352.2,1.08,,88.81,,,6330,1.36,1.55,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_67087_b/
HD 67087 c,2,2374,3.86,,88.81,,,6330,1.36,1.55,3.8,F8 V,Radial Velocity,http://exoplanet.eu/catalog/hd_67087_c/
Kepler-193 b,2,11.38848,0.106,,,,2.39,6335,,1.15,,,Transit,http://exoplanet.eu/catalog/kepler-193_b/
Kepler-193 c,2,50.697494,0.286,,,,2.75,6335,,1.15,,,Transit,http://exoplanet.eu/catalog/kepler-193_c/
KIC 5437945 b,1,440.7813,,,,,6.4,6340,1.07,1.24,,,Transit,
HAT-P-7 b,1,2.2047354,0.0355,0.8,320,566.05523,15.906,6350,1.47,1.84,,,Transit,http://exoplanet.eu/catalog/hat-p-7_b/
HAT-P-9 b,1,3.92289,0.053,0.35,480,247.9,15.69,6350,1.28,1.32,,,Transit,http://exoplanet.eu/catalog/hat-p-9_b/
Kepler-39 b,1,21.08721,0.164,13,1200,6388.1,13.9,6350,1.29,1.4,3.7,F7 V,Transit,http://exoplanet.eu/catalog/kepler-39_b/
HATS-3 b,1,3.547851,0.0485,0.51,453,340.382,15.48,6351,1.21,1.4,3,F,Transit,http://exoplanet.eu/catalog/hats-3_b/
Kepler-433 b,1,5.33408384,0.0679,1.13,1870,896.24,16.25,6360,1.46,2.26,,,Transit,
Kepler-279 b,3,12.309681,0.112,,,,3.62,6363,1.1,1.75,,,Transit,http://exoplanet.eu/catalog/kepler-279_b/
Kepler-279 c,3,35.736,,,,49.4,4.3,6363,1.1,1.75,,,Transit,http://exoplanet.eu/catalog/kepler-279_c/
Kepler-279 d,3,54.414,,,,37.5,3.1,6363,1.1,1.75,,,Transit,http://exoplanet.eu/catalog/kepler-279_d/
HAT-P-24 b,1,3.35524,0.0465,0.44,396,217.704,13.922,6373,1.19,1.32,3.8,F8,Transit,http://exoplanet.eu/catalog/hat-p-24_b/
